7099	14	            0.352377	           0.0452389	
7099	15	            0.359763	           0.0461872	
7100	9	            0.385586	           0.0203779	
7100	10	             0.39421	           0.0208337	
7100	11	             0.35242	           0.0212095	
7100	12	            0.359755	           0.0216509	
7100	13	            0.413658	           0.0265229	
7100	14	            0.425281	           0.0272681	
7100	15	            0.337492	           0.0334951	
7102	9	            0.289201	           0.0286594	
7102	10	            0.299829	           0.0327385	
7102	11	            0.305875	           0.0333986	
7102	12	            0.233502	           0.0327866	
7102	13	            0.239061	           0.0335672	
7102	14	            0.288191	           0.0653881	
7102	15	            0.294232	           0.0667588	
7103	9	           -0.100246	            0.189569	
7103	10	           -0.102488	            0.193809	
7103	11	         0.000766809	            0.167249	
7103	12	         0.000782769	             0.17073	
7103	13	          -0.0124494	            0.324369	
7103	14	          -0.0127992	            0.333483	
7104	9	            0.363398	           0.0378465	
7104	10	            0.292635	           0.0457616	
7104	11	            0.298535	           0.0466843	
7104	12	            0.253591	            0.044399	
7104	13	            0.259628	            0.045456	
7104	14	            0.272167	           0.0911606	
7104	15	            0.277872	           0.0930716	
7105	9	            0.328406	            0.031112	
7105	10	            0.335751	           0.0318079	
7105	11	            0.318314	           0.0333623	
7105	12	            0.324939	           0.0340567	
7105	13	            0.388478	           0.0417262	
7105	14	            0.399393	           0.0428986	
7105	15	              0.3718	           0.0549434	
7106	9	            0.324956	           0.0480209	
7106	10	            0.257644	           0.0617223	
7106	11	            0.262839	           0.0629669	
7106	12	             0.20902	           0.0552207	
7106	13	            0.213997	           0.0565353	
7106	14	          -0.0317673	            0.140072	
7106	15	          -0.0324332	            0.143008	
7107	9	            0.372001	           0.0298886	
7107	10	            0.380321	           0.0305571	
7107	11	            0.327772	           0.0311109	
7107	12	            0.334594	           0.0317584	
7107	13	            0.333198	           0.0401933	
7107	14	             0.34256	           0.0413226	
7107	15	            0.346132	           0.0527144	
7108	9	            0.302521	           0.0460727	
7108	10	            0.355112	           0.0516411	
7108	11	            0.362272	           0.0526824	
7108	12	            0.297429	           0.0509564	
7108	13	            0.304511	           0.0521696	
7108	14	            0.113933	            0.111541	
7108	15	            0.116321	            0.113879	
7109	9	            0.408156	           0.0304999	
7109	10	            0.417285	           0.0311821	
7109	11	            0.388876	            0.031797	
7109	12	             0.39697	           0.0324588	
7109	13	            0.406359	           0.0403737	
7109	14	            0.417777	           0.0415081	
7109	15	            0.261704	           0.0523065	
7110	9	            0.228731	           0.0457162	
7110	10	            0.226566	           0.0556988	
7110	11	            0.231135	           0.0568218	
7110	12	            0.122475	            0.052675	
7110	13	            0.125391	            0.053929	
7110	14	            0.124972	            0.125574	
7110	15	            0.127592	            0.128206	
7111	9	                   0	             0.85054	
7111	10	                   0	            0.869564	
7111	11	          -0.0822684	            0.407596	
7111	12	          -0.0839807	            0.416079	
7112	12	                   0	             1.28066	
7112	13	                   0	             1.31115	
7112	14	            -0.25356	             0.90609	
7112	15	           -0.258876	            0.925084	
7113	9	            0.285194	           0.0413658	
7113	10	            0.291573	            0.042291	
7113	11	            0.331578	           0.0442913	
7113	12	            0.338479	           0.0452132	
7113	13	            0.295552	           0.0603197	
7113	14	            0.303857	           0.0620146	
7113	15	            0.231561	           0.0839186	
7114	9	            0.202386	           0.0733454	
7114	10	           0.0982823	           0.0814318	
7114	11	            0.100264	           0.0830737	
7114	12	            0.101502	           0.0790721	
7114	13	            0.103919	           0.0809546	
7114	14	            0.172288	            0.196471	
7114	15	              0.1759	            0.200589	
7115	9	            0.435831	           0.0358593	
7115	10	            0.445579	           0.0366613	
7115	11	            0.386547	           0.0379435	
7115	12	            0.394592	           0.0387332	
7115	13	            0.433446	           0.0491171	
7115	14	            0.445624	           0.0504972	
7115	15	            0.462568	           0.0622897	
7116	9	            0.404287	           0.0544416	
7116	10	            0.337238	           0.0605295	
7116	11	            0.344038	           0.0617499	
7116	12	            0.171305	           0.0605294	
7116	13	            0.175384	           0.0619705	
7116	14	            0.120638	            0.121255	
7116	15	            0.123167	            0.123797	
7117	9	            0.337285	           0.0318334	
7117	10	            0.344829	           0.0325454	
7117	11	            0.266477	           0.0322654	
7117	12	            0.272023	            0.032937	
7117	13	            0.226013	           0.0424822	
7117	14	            0.232364	           0.0436758	
7117	15	            0.109222	           0.0559021	
7118	9	           0.0954605	           0.0488589	
7118	10	            0.263238	           0.0543663	
7118	11	            0.268545	           0.0554625	
7118	12	            0.194402	           0.0522631	
7118	13	            0.199031	           0.0535073	
7118	14	           0.0681401	            0.114717	
7118	15	           0.0695685	            0.117122	
7119	9	            0.354258	           0.0238633	
7119	10	            0.362182	            0.024397	
7119	11	            0.376537	           0.0249386	
7119	12	            0.384374	           0.0254576	
7119	13	            0.393593	           0.0313668	
7119	14	            0.404652	           0.0322481	
7119	15	             0.38472	           0.0382913	
7120	9	            0.336248	           0.0334669	
7120	10	             0.35733	           0.0389634	
7120	11	            0.364534	            0.039749	
7120	12	            0.344851	           0.0384711	
7120	13	            0.353061	            0.039387	
7120	14	            0.250382	           0.0726869	
7120	15	            0.255631	           0.0742107	
7121	9	            0.368586	           0.0137175	
7121	10	             0.37683	           0.0140243	
7121	11	            0.355612	           0.0145182	
7121	12	            0.363013	           0.0148203	
7121	13	            0.340556	           0.0177655	
7121	14	            0.350125	           0.0182646	
7121	15	            0.389632	           0.0217923	
7122	9	            0.330546	           0.0171914	
7122	10	            0.306388	           0.0197791	
7122	11	            0.312566	           0.0201779	
7122	12	            0.306855	           0.0201922	
7122	13	            0.314161	           0.0206729	
7122	14	            0.375182	           0.0355695	
7122	15	            0.383046	           0.0363151	
7123	9	                   0	            0.694463	
7123	10	                   0	            0.709996	
7124	12	           -0.439452	             1.16268	
7124	13	           -0.449914	             1.19036	
7125	9	            0.373741	           0.0184619	
7125	10	              0.3821	           0.0188748	
7125	11	            0.365616	           0.0196532	
7125	12	            0.373225	           0.0200623	
7125	13	            0.389231	           0.0242095	
7125	14	            0.400167	           0.0248897	
7125	15	             0.37929	           0.0303522	
7126	9	            0.331502	            0.026528	
7126	10	            0.340182	           0.0303929	
7126	11	            0.347041	           0.0310058	
7126	12	            0.336326	           0.0306014	
7126	13	            0.344333	           0.0313299	
7126	14	             0.29062	           0.0600043	
7126	15	            0.296712	           0.0612621	
7127	9	                   0	             1.20285	
7127	10	                   0	             1.22975	
7127	11	                   0	             1.08647	
7127	12	                   0	             1.10908	
7131	9	            0.324272	          0.00907276	
7131	10	            0.331525	          0.00927569	
7131	11	             0.32429	          0.00953945	
7131	12	             0.33104	          0.00973799	
7131	13	            0.330582	           0.0116451	
7131	14	             0.33987	           0.0119723	
7131	15	            0.310722	           0.0143407	
7132	9	            0.271573	           0.0125339	
7132	10	             0.26405	           0.0144521	
7132	11	            0.269374	           0.0147435	
7132	12	            0.287844	           0.0145868	
7132	13	            0.294697	           0.0149341	
7132	14	            0.328215	           0.0251092	
7132	15	            0.335095	           0.0256356	
7133	9	            0.310761	          0.00667312	
7133	10	            0.317712	          0.00682238	
7133	11	            0.294528	           0.0070445	
7133	12	            0.300658	          0.00719111	
7133	13	            0.310884	          0.00856112	
7133	14	            0.319619	          0.00880167	
7133	15	            0.286305	           0.0104098	
7134	9	            0.250232	          0.00909828	
7134	10	            0.259495	           0.0104449	
7134	11	            0.264727	           0.0106555	
7134	12	            0.241955	           0.0106333	
7134	13	            0.247715	           0.0108864	
7134	14	             0.24431	           0.0181209	
7134	15	            0.249432	           0.0185008	
7135	9	           0.0834835	          0.00657737	
7135	10	           0.0853508	          0.00672448	
7135	11	            0.083519	          0.00693212	
7135	12	           0.0852573	          0.00707639	
7135	13	           0.0866624	          0.00843082	
7135	14	           0.0890974	           0.0086677	
7135	15	           0.0780567	             0.01014	
7136	9	           0.0682221	          0.00886245	
7136	10	           0.0676059	            0.010243	
7136	11	            0.068969	           0.0104496	
7136	12	           0.0635286	           0.0103626	
7136	13	           0.0650411	           0.0106093	
7136	14	           0.0799406	           0.0174236	
7136	15	           0.0816164	           0.0177888	
7137	9	           0.0037822	          0.00657376	
7137	10	          0.00386679	          0.00672079	
7137	11	          -0.0122499	          0.00694174	
7137	12	          -0.0125048	          0.00708622	
7137	13	          0.00762951	          0.00849539	
7137	14	          0.00784388	          0.00873409	
7137	15	           0.0142358	           0.0102015	
7138	9	           0.0124422	          0.00891622	
7138	10	           0.0103654	           0.0103171	
7138	11	           0.0105744	           0.0105251	
7138	12	           0.0152747	           0.0105009	
7138	13	           0.0156383	           0.0107509	
7138	14	           0.0186616	           0.0177843	
7138	15	           0.0190528	           0.0181571	
7139	9	           0.0143562	          0.00664177	
7139	10	           0.0146773	          0.00679032	
7139	11	           0.0155016	          0.00699596	
7139	12	           0.0158243	          0.00714156	
7139	13	           0.0164575	          0.00856705	
7139	14	           0.0169199	          0.00880776	
7139	15	           0.0154472	           0.0102986	
7140	9	            0.013501	          0.00900103	
7140	10	           0.0243589	           0.0104261	
7140	11	           0.0248501	           0.0106364	
7140	12	           0.0326831	           0.0105562	
7140	13	           0.0334612	           0.0108075	
7140	14	           0.0272816	           0.0179491	
7140	15	           0.0278535	           0.0183254	
7141	9	            0.312753	          0.00610493	
7141	10	            0.319748	          0.00624148	
7141	11	            0.311801	          0.00643623	
7141	12	            0.318291	          0.00657019	
7141	13	            0.313778	          0.00781773	
7141	14	            0.322595	          0.00803739	
7141	15	            0.304283	            0.009444	
7142	9	            0.265945	          0.00825412	
7142	10	            0.250579	          0.00943245	
7142	11	            0.255631	          0.00962264	
7142	12	            0.282595	          0.00957768	
7142	13	            0.289323	          0.00980571	
7142	14	            0.283117	           0.0160774	
7142	15	            0.289052	           0.0164144	
7143	9	            0.332626	          0.00681011	
7143	10	            0.340066	          0.00696243	
7143	11	            0.335654	          0.00717219	
7143	12	             0.34264	          0.00732146	
7143	13	            0.329884	          0.00871281	
7143	14	            0.339153	          0.00895762	
7143	15	            0.326441	           0.0106817	
7144	9	            0.285311	          0.00933591	
7144	10	            0.290504	           0.0106175	
7144	11	            0.296361	           0.0108316	
7144	12	            0.266497	           0.0107713	
7144	13	            0.272841	           0.0110278	
7144	14	            0.300056	             0.01832	
7144	15	            0.306346	            0.018704	
7145	9	            0.330308	          0.00661492	
7145	10	            0.337696	          0.00676287	
7145	11	            0.334746	          0.00696823	
7145	12	            0.341713	          0.00711326	
7145	13	            0.323867	          0.00846942	
7145	14	            0.332967	          0.00870739	
7145	15	            0.346723	           0.0103726	
7146	9	            0.303038	          0.00906574	
7146	10	            0.274244	           0.0104058	
7146	11	            0.279773	           0.0106156	
7146	12	            0.259825	           0.0105138	
7146	13	             0.26601	           0.0107641	
7146	14	             0.28409	           0.0179622	
7146	15	            0.290045	           0.0183387	
7147	9	            0.328816	          0.00664784	
7147	10	            0.336171	          0.00679653	
7147	11	            0.320351	          0.00703104	
7147	12	            0.327019	          0.00717738	
7147	13	            0.336705	          0.00852451	
7147	14	            0.346165	          0.00876402	
7147	15	            0.345153	           0.0104643	
7148	9	            0.301666	          0.00914586	
7148	10	            0.279893	           0.0104894	
7148	11	            0.285536	           0.0107009	
7148	12	            0.291607	           0.0106453	
7148	13	            0.298549	           0.0108987	
7148	14	            0.290238	           0.0182375	
7148	15	            0.296322	           0.0186198	
7149	9	            0.329755	           0.0069646	
7149	10	            0.337131	          0.00712038	
7149	11	            0.326103	          0.00736008	
7149	12	            0.332891	          0.00751327	
7149	13	            0.327438	          0.00896474	
7149	14	            0.336638	          0.00921662	
7149	15	            0.327183	           0.0109836	
7150	9	             0.28596	          0.00959974	
7150	10	            0.293546	           0.0109965	
7150	11	            0.299465	           0.0112182	
7150	12	            0.277184	           0.0111516	
7150	13	            0.283783	           0.0114171	
7150	14	            0.303032	           0.0191365	
7150	15	            0.309385	           0.0195376	
7151	9	            0.328996	          0.00730709	
7151	10	            0.336355	          0.00747053	
7151	11	            0.318317	           0.0077188	
7151	12	            0.324943	          0.00787946	
7151	13	             0.30261	          0.00940199	
7151	14	            0.311113	          0.00966616	
7151	15	            0.334689	           0.0114847	
7152	9	            0.292521	           0.0100377	
7152	10	            0.276203	           0.0115134	
7152	11	            0.281772	           0.0117455	
7152	12	             0.26559	           0.0116513	
7152	13	            0.271913	           0.0119287	
7152	14	            0.293175	           0.0200397	
7152	15	            0.299321	           0.0204598	
7153	9	            0.339824	          0.00747679	
7153	10	            0.347425	          0.00764402	
7153	11	            0.331789	          0.00789056	
7153	12	            0.338694	          0.00805479	
7153	13	            0.308252	          0.00960688	
7153	14	            0.316913	           0.0098768	
7153	15	            0.294895	           0.0117393	
7154	9	             0.25774	           0.0102602	
7154	10	            0.267697	           0.0117733	
7154	11	            0.273094	           0.0120107	
7154	12	            0.270962	           0.0119252	
7154	13	            0.277413	           0.0122091	
7154	14	            0.284896	           0.0204007	
7154	15	            0.290868	           0.0208283	
7155	9	            0.249735	          0.00711346	
7155	10	            0.255321	          0.00727257	
7155	11	            0.246601	          0.00750541	
7155	12	            0.251733	          0.00766162	
7155	13	            0.230528	          0.00914818	
7155	14	            0.237005	          0.00940522	
7155	15	            0.231276	           0.0110489	
7156	9	            0.202137	           0.0096568	
7156	10	            0.178835	            0.011137	
7156	11	             0.18244	           0.0113616	
7156	12	            0.182564	           0.0112941	
7156	13	             0.18691	            0.011563	
7156	14	             0.17431	           0.0191884	
7156	15	            0.177964	           0.0195907	
7157	9	             0.02791	          0.00754511	
7157	10	           0.0285342	          0.00771387	
7157	11	           0.0459356	          0.00795978	
7157	12	           0.0468917	          0.00812545	
7157	13	           0.0455288	          0.00974906	
7157	14	            0.046808	            0.010023	
7157	15	           0.0352407	           0.0116836	
7158	9	           0.0308006	           0.0102116	
7158	10	           0.0189787	           0.0118822	
7158	11	           0.0193614	           0.0121217	
7158	12	           0.0406252	           0.0119769	
7158	13	           0.0415924	           0.0122621	
7158	14	           0.0746975	           0.0203541	
7158	15	           0.0762634	           0.0207807	
7159	9	         -0.00641554	          0.00770641	
7159	10	         -0.00655903	          0.00787878	
7159	11	          0.00708236	          0.00812066	
7159	12	          0.00722976	          0.00828968	
7159	13	          0.00705851	          0.00992457	
7159	14	          0.00725684	           0.0102034	
7159	15	          0.00389264	           0.0119917	
