7079	            0.126369	          0.00104573	         1.35765e-05	         7.28547e-06	
7080	            0.126601	           0.0047603	        -2.25317e-05	         2.46452e-05	
7081	            0.133654	          0.00664303	        -4.99265e-05	         3.66716e-05	
7082	            0.127911	          0.00930253	          8.5524e-06	         4.64434e-05	
7083	           0.0924739	          0.00868969	          0.00010774	          4.6073e-05	
7084	            0.132381	           0.0107283	        -3.12586e-05	         5.15254e-05	
7085	            0.113779	           0.0100803	         5.57356e-05	         4.76815e-05	
7086	            0.108491	           0.0131419	         7.04165e-05	         6.22845e-05	
7087	            0.116748	           0.0132592	         5.09443e-05	         6.51049e-05	
7088	            0.143414	           0.0114842	        -2.66134e-05	         5.88622e-05	
7089	            0.107941	           0.0140162	         0.000140646	         7.46321e-05	
7090	           0.0823696	           0.0165951	         0.000221097	         7.87821e-05	
7091	            0.090734	           0.0205639	         0.000174955	         9.61128e-05	
7092	            0.151366	          0.00855573	        -7.34146e-05	         5.59223e-05	
7093	            0.091714	           0.0177212	         0.000198271	         8.34859e-05	
7094	          -0.0612095	           0.0469681	         0.000361027	         0.000273071	
7095	           0.0640562	           0.0239518	         0.000276428	         0.000123351	
7096	            0.136179	           0.0182043	        -8.24661e-06	         0.000111004	
7097	            0.112001	           0.0196306	          4.2589e-05	         9.73779e-05	
7098	            0.104788	           0.0140419	         0.000149593	         8.18515e-05	
7099	            0.128177	          0.00903596	         2.74382e-05	         4.81396e-05	
7100	           0.0630142	            0.120904	        -0.000122189	         0.000602251	
7101	                   0	                   0	                   0	                   0	
7102	            0.141211	           0.0101592	        -3.53317e-05	         5.51282e-05	
7103	           0.0368307	            0.139298	         0.000232588	          0.00322522	
7104	                   0	                   0	                   0	                   0	
7105	            0.111565	          0.00599055	         5.14326e-05	           2.793e-05	
7106	            0.110275	           0.0043012	         4.83703e-06	         2.02481e-05	
7107	           0.0773963	          0.00393697	         -0.00026568	         1.96449e-05	
7108	          0.00581258	          0.00408307	        -1.78745e-05	         1.95178e-05	
7109	           0.0194025	          0.00432343	        -6.25174e-05	         2.16589e-05	
7110	            0.106478	          0.00327609	         7.40878e-05	         2.07053e-05	
7111	             0.12079	          0.00357358	          2.0348e-05	         1.76305e-05	
7112	            0.121308	          0.00444582	         5.15202e-06	         2.06802e-05	
7113	            0.132623	          0.00457282	        -4.48403e-05	         2.13496e-05	
7114	            0.113906	          0.00476634	         4.77921e-05	         2.23757e-05	
7115	             0.12592	          0.00499816	        -3.23445e-05	         2.35208e-05	
7116	            0.109061	          0.00485645	         5.71413e-05	         2.28003e-05	
7117	            0.111858	          0.00455387	        -0.000148862	         2.21887e-05	
7118	           0.0499214	          0.00457303	         -0.00018459	         2.17755e-05	
7119	           0.0100946	          0.00501653	        -3.80722e-05	          2.3801e-05	
7120	           0.0442245	          0.00496074	         0.000207644	         2.75707e-05	
7121	            0.125872	          0.00377672	         5.47997e-07	         2.30909e-05	
7122	                   0	                   0	                   0	                   0	
7123	           0.0450535	           0.0151182	         -0.00661882	           0.0012411	
7124	            0.159081	          0.00243792	          -0.0126683	         0.000455953	
7125	          -0.0272822	          0.00855631	        -9.81559e-05	         0.000878486	
7126	            0.466917	          0.00422818	          -0.0192807	         0.000169408	
7127	             0.10996	           0.0023135	         -0.00400687	         0.000378019	
7128	            0.307371	          0.00100482	          -0.0394976	          0.00014852	
7129	            0.223274	           0.0137455	          -0.0252855	          0.00263621	
7130	           0.0867792	           0.0273523	         0.000645802	          0.00520826	
7131	            0.178281	           0.0141159	          -0.0154656	          0.00247168	
7132	            0.103186	           0.0326544	          -0.0021675	          0.00567772	
7133	            0.779974	          0.00779116	           -0.110284	          0.00122533	
7134	            0.315239	          0.00903322	          -0.0477124	          0.00127565	
7135	           0.0715997	           0.0106366	          -0.0138024	          0.00146223	
7136	           0.0716244	          0.00851848	          -0.0137015	          0.00113818	
7137	           0.0841256	            0.015767	          0.00432068	          0.00315792	
7138	             0.10775	          0.00587163	         -0.00244763	           0.0021705	
7139	            0.181355	           0.0161706	          -0.0183865	          0.00497914	
7140	            0.100689	          0.00585036	        -0.000203227	          0.00215671	
7141	           0.0937007	          0.00977568	          0.00202749	          0.00350434	
7142	            0.107817	          0.00530758	         -0.00325341	          0.00196582	
7143	         -0.00628023	          0.00414006	         -0.00326106	         0.000481402	
